Operacio,Dia,Hora,Preu,Volum
V,05/03/24,09:04:08,3.4823,1500
C,05/03/24,09:04:09,3.51,225
C,05/03/24,09:04:15,3.5116,10512
V,05/03/24,09:04:20,3.5,3388
V,05/03/24,09:04:24,3.5,2678
V,05/03/24,09:04:27,3.5,1887
V,05/03/24,09:04:29,3.5,882
V,05/03/24,09:04:31,3.4806,10000
C,05/03/24,09:04:34,3.49,10000
V,05/03/24,09:04:35,3.48,950
C,05/03/24,09:04:40,3.5,938
V,05/03/24,09:04:43,3.495,3206
C,05/03/24,09:04:46,3.5,320
C,05/03/24,09:04:47,3.5,9156
C,05/03/24,09:04:50,3.5,1535
V,05/03/24,09:04:54,3.4993,6755
C,05/03/24,09:04:58,3.5,777
C,05/03/24,09:04:59,3.5,956
V,05/03/24,09:05:01,3.48,1000
C,05/03/24,09:05:06,3.5,966
V,05/03/24,09:05:13,3.48,710
C,05/03/24,09:05:20,3.4907,771
V,05/03/24,09:05:33,3.485,1100
C,05/03/24,09:05:34,3.495,994
V,05/03/24,09:05:56,3.485,6294
V,05/03/24,09:05:59,3.485,1286
V,05/03/24,09:06:13,3.48,8763
V,05/03/24,09:06:14,3.48,188
V,05/03/24,09:06:16,3.4739,4314
V,05/03/24,09:06:28,3.4695,5118
C,05/03/24,09:06:29,3.47,47
V,05/03/24,09:06:40,3.465,3370
C,05/03/24,09:06:53,3.47,1985
V,05/03/24,09:07:05,3.4615,9795
V,05/03/24,09:07:15,3.4549,4420
V,05/03/24,09:07:16,3.45,12609
C,05/03/24,09:07:17,3.4549,4956
V,05/03/24,09:07:20,3.4366,19470
V,05/03/24,09:07:25,3.43,280
C,05/03/24,09:07:29,3.435,124
C,05/03/24,09:07:31,3.45,36218
C,05/03/24,09:07:32,3.45,7490
V,05/03/24,09:07:33,3.435,1177
C,05/03/24,09:07:36,3.45,3900
C,05/03/24,09:07:37,3.4517,4488
C,05/03/24,09:07:40,3.4564,1976
V,05/03/24,09:07:42,3.4472,3806
C,05/03/24,09:07:51,3.465,866
C,05/03/24,09:08:08,3.465,4357
C,05/03/24,09:08:10,3.4769,1319
V,05/03/24,09:08:11,3.4342,55068
V,05/03/24,09:08:14,3.4156,4057
C,05/03/24,09:08:21,3.465,4803
C,05/03/24,09:08:34,3.47,3915
V,05/03/24,09:08:36,3.45,210
V,05/03/24,09:08:40,3.435,4172
C,05/03/24,09:08:45,3.465,860
C,05/03/24,09:08:51,3.465,1195
C,05/03/24,09:09:01,3.465,1048
C,05/03/24,09:09:02,3.465,963
C,05/03/24,09:09:07,3.47,1988
C,05/03/24,09:09:26,3.47,925
V,05/03/24,09:09:35,3.445,1440
C,05/03/24,09:09:46,3.4597,1625
V,05/03/24,09:09:59,3.445,1000
V,05/03/24,09:10:02,3.445,1200
C,05/03/24,09:10:04,3.4549,1632
C,05/03/24,09:10:15,3.4636,966
C,05/03/24,09:10:16,3.465,1464
C,05/03/24,09:10:19,3.465,14409
C,05/03/24,09:10:25,3.465,2318
V,05/03/24,09:10:51,3.4502,3144
C,05/03/24,09:10:59,3.465,4382
V,05/03/24,09:11:36,3.45,50
C,05/03/24,09:11:54,3.4506,6753
V,05/03/24,09:11:57,3.4398,31436
V,05/03/24,09:12:26,3.435,1471
C,05/03/24,09:12:36,3.445,1779
C,05/03/24,09:12:38,3.45,200
V,05/03/24,09:12:43,3.4325,244
V,05/03/24,09:12:52,3.43,600
C,05/03/24,09:13:11,3.45,3398
V,05/03/24,09:13:28,3.4324,1598
C,05/03/24,09:13:39,3.4403,3113
C,05/03/24,09:13:45,3.4414,1666
V,05/03/24,09:13:47,3.43,14
C,05/03/24,09:14:13,3.435,600
C,05/03/24,09:14:50,3.45,2411
V,05/03/24,09:15:09,3.44,199
V,05/03/24,09:15:16,3.44,65
V,05/03/24,09:16:08,3.439,1000
C,05/03/24,09:16:09,3.45,866
V,05/03/24,09:16:13,3.4427,7939
C,05/03/24,09:16:15,3.455,1036
C,05/03/24,09:16:19,3.455,927
V,05/03/24,09:16:21,3.435,3000
C,05/03/24,09:16:32,3.455,868
C,05/03/24,09:16:39,3.455,967
V,05/03/24,09:17:07,3.4381,21930
V,05/03/24,09:17:22,3.4303,38845
C,05/03/24,09:17:31,3.44,1971
V,05/03/24,09:17:36,3.427,11517
V,05/03/24,09:17:53,3.425,199
V,05/03/24,09:18:01,3.425,2200
V,05/03/24,09:18:09,3.42,300
C,05/03/24,09:18:10,3.4462,9800
C,05/03/24,09:18:18,3.4492,1146
V,05/03/24,09:18:20,3.4263,6700
C,05/03/24,09:18:21,3.445,1571
V,05/03/24,09:18:28,3.4168,56140
V,05/03/24,09:18:29,3.415,987
C,05/03/24,09:18:30,3.425,931
C,05/03/24,09:18:37,3.435,5000
V,05/03/24,09:18:41,3.4147,1783
V,05/03/24,09:18:43,3.41,2747
V,05/03/24,09:18:47,3.405,11934
C,05/03/24,09:18:53,3.42,1447
C,05/03/24,09:18:55,3.42,921
C,05/03/24,09:18:57,3.42,2105
C,05/03/24,09:19:00,3.42,816
V,05/03/24,09:19:09,3.41,5000
C,05/03/24,09:19:18,3.42,840
C,05/03/24,09:19:19,3.42,823
C,05/03/24,09:19:48,3.4231,5900
V,05/03/24,09:19:51,3.4075,2000
C,05/03/24,09:20:08,3.43,600
C,05/03/24,09:20:09,3.43,1449
V,05/03/24,09:20:27,3.42,891
V,05/03/24,09:20:35,3.42,9
V,05/03/24,09:20:43,3.415,1276
C,05/03/24,09:21:00,3.43,1306
V,05/03/24,09:21:36,3.4119,16819
V,05/03/24,09:21:39,3.405,8975
V,05/03/24,09:21:53,3.405,3500
V,05/03/24,09:21:55,3.405,1440
V,05/03/24,09:22:20,3.405,394
C,05/03/24,09:22:31,3.41,3092
V,05/03/24,09:22:32,3.4091,10046
V,05/03/24,09:22:48,3.4,25599
V,05/03/24,09:22:49,3.39,724
V,05/03/24,09:22:52,3.385,2000
V,05/03/24,09:23:13,3.375,3000
C,05/03/24,09:23:14,3.39,600
C,05/03/24,09:23:16,3.395,790
V,05/03/24,09:23:22,3.38,500
V,05/03/24,09:23:24,3.38,918
C,05/03/24,09:23:33,3.3929,2104
V,05/03/24,09:23:37,3.3837,3900
C,05/03/24,09:24:02,3.395,5885
C,05/03/24,09:24:03,3.395,5500
C,05/03/24,09:24:04,3.395,537
C,05/03/24,09:24:08,3.3987,5893
V,05/03/24,09:24:09,3.395,1500
C,05/03/24,09:24:10,3.407,4258
C,05/03/24,09:24:13,3.41,389
V,05/03/24,09:24:18,3.4,1000
C,05/03/24,09:24:20,3.41,942
C,05/03/24,09:24:30,3.41,887
C,05/03/24,09:24:43,3.41,782
V,05/03/24,09:24:55,3.405,1179
V,05/03/24,09:25:17,3.3971,14007
V,05/03/24,09:25:19,3.385,1500
C,05/03/24,09:25:20,3.395,951
V,05/03/24,09:25:27,3.3884,5150
V,05/03/24,09:25:42,3.3788,16731
V,05/03/24,09:25:43,3.37,3951
V,05/03/24,09:26:07,3.3595,3400
C,05/03/24,09:26:10,3.365,2740
V,05/03/24,09:26:11,3.345,476
V,05/03/24,09:26:12,3.345,285
C,05/03/24,09:26:22,3.37,2000
C,05/03/24,09:26:36,3.3797,2073
V,05/03/24,09:26:37,3.37,1300
V,05/03/24,09:26:43,3.37,3500
C,05/03/24,09:26:44,3.3741,2435
C,05/03/24,09:26:45,3.3752,1748
V,05/03/24,09:26:47,3.3702,3386
V,05/03/24,09:26:48,3.37,1006
V,05/03/24,09:26:58,3.36,667
C,05/03/24,09:27:10,3.3624,27079
C,05/03/24,09:27:11,3.378,1123
V,05/03/24,09:27:12,3.3637,4337
V,05/03/24,09:27:15,3.36,3374
C,05/03/24,09:27:16,3.3631,10081
V,05/03/24,09:27:28,3.36,1543
V,05/03/24,09:27:38,3.35,2000
V,05/03/24,09:27:47,3.3478,24760
V,05/03/24,09:28:07,3.34,1850
C,05/03/24,09:28:08,3.35,1000
C,05/03/24,09:28:09,3.3574,7406
C,05/03/24,09:28:17,3.365,882
V,05/03/24,09:28:18,3.345,740
C,05/03/24,09:28:27,3.365,944
V,05/03/24,09:28:49,3.345,7123
C,05/03/24,09:28:52,3.365,1786
V,05/03/24,09:28:55,3.345,1007
V,05/03/24,09:28:58,3.34,14
C,05/03/24,09:28:59,3.3479,3014
V,05/03/24,09:29:06,3.345,780
C,05/03/24,09:29:10,3.365,1328
C,05/03/24,09:29:11,3.369,22348
C,05/03/24,09:29:12,3.38,1566
C,05/03/24,09:29:15,3.38,949
C,05/03/24,09:29:31,3.385,368
C,05/03/24,09:29:43,3.385,901
V,05/03/24,09:29:50,3.365,210
C,05/03/24,09:30:01,3.385,869
V,05/03/24,09:30:15,3.365,2848
C,05/03/24,09:30:16,3.3784,13495
C,05/03/24,09:30:17,3.39,499
V,05/03/24,09:30:18,3.37,1047
C,05/03/24,09:30:19,3.381,4983
C,05/03/24,09:30:22,3.39,263
C,05/03/24,09:30:27,3.395,1049
V,05/03/24,09:30:31,3.375,5310
V,05/03/24,09:30:32,3.3682,7927
C,05/03/24,09:30:33,3.3805,8097
V,05/03/24,09:30:49,3.365,10130
V,05/03/24,09:30:53,3.3611,21973
V,05/03/24,09:30:55,3.35,9762
V,05/03/24,09:30:56,3.34,1741
V,05/03/24,09:31:01,3.335,700
C,05/03/24,09:31:16,3.345,12468
C,05/03/24,09:31:20,3.35,3000
V,05/03/24,09:31:21,3.335,45
C,05/03/24,09:31:23,3.35,276
V,05/03/24,09:31:24,3.335,1100
C,05/03/24,09:31:27,3.35,2093
C,05/03/24,09:31:30,3.36,1941
V,05/03/24,09:31:35,3.3417,3163
C,05/03/24,09:31:40,3.36,2002
V,05/03/24,09:31:41,3.3449,2000
C,05/03/24,09:31:42,3.3647,5133
C,05/03/24,09:31:50,3.3698,5990
V,05/03/24,09:31:53,3.368,3852
C,05/03/24,09:32:02,3.37,840
V,05/03/24,09:32:07,3.3541,3300
C,05/03/24,09:32:08,3.3561,2022
V,05/03/24,09:32:50,3.355,2730
C,05/03/24,09:33:02,3.36,1028
C,05/03/24,09:33:12,3.3687,6968
C,05/03/24,09:33:15,3.375,934
C,05/03/24,09:33:32,3.375,25
V,05/03/24,09:33:41,3.3567,6750
C,05/03/24,09:33:44,3.37,3348
C,05/03/24,09:33:49,3.37,830
V,05/03/24,09:33:53,3.36,400
V,05/03/24,09:33:54,3.36,61
C,05/03/24,09:34:05,3.3766,10000
C,05/03/24,09:34:10,3.3775,1102
V,05/03/24,09:34:19,3.37,1186
C,05/03/24,09:34:22,3.38,872
V,05/03/24,09:34:34,3.365,284
C,05/03/24,09:34:58,3.37,69
V,05/03/24,09:35:06,3.3606,9289
V,05/03/24,09:35:13,3.3573,34972
C,05/03/24,09:35:14,3.365,713
V,05/03/24,09:35:17,3.36,1285
V,05/03/24,09:35:44,3.3536,8878
C,05/03/24,09:36:59,3.36,1554
V,05/03/24,09:37:00,3.355,2000
V,05/03/24,09:37:07,3.355,300
C,05/03/24,09:37:21,3.37,7284
C,05/03/24,09:37:22,3.37,344
C,05/03/24,09:37:25,3.375,759
C,05/03/24,09:37:32,3.375,3643
V,05/03/24,09:37:35,3.365,609
C,05/03/24,09:37:39,3.38,3992
C,05/03/24,09:37:41,3.385,905
C,05/03/24,09:37:47,3.39,951
V,05/03/24,09:38:00,3.375,500
C,05/03/24,09:38:05,3.387,1992
C,05/03/24,09:38:13,3.3896,890
V,05/03/24,09:38:37,3.375,1000
C,05/03/24,09:38:50,3.39,900
V,05/03/24,09:38:55,3.375,9055
C,05/03/24,09:39:51,3.3892,2970
C,05/03/24,09:39:52,3.39,597
C,05/03/24,09:40:25,3.395,12838
V,05/03/24,09:40:26,3.3936,5706
V,05/03/24,09:40:27,3.3821,8136
V,05/03/24,09:40:28,3.3809,1163
C,05/03/24,09:40:30,3.3992,18711
V,05/03/24,09:40:31,3.395,717
C,05/03/24,09:40:49,3.4,10252
C,05/03/24,09:40:52,3.405,924
V,05/03/24,09:41:01,3.3929,3372
C,05/03/24,09:41:12,3.395,5000
C,05/03/24,09:41:41,3.395,224
C,05/03/24,09:41:57,3.41,301
V,05/03/24,09:42:02,3.4,1150
V,05/03/24,09:42:03,3.395,4000
V,05/03/24,09:42:07,3.3922,6500
C,05/03/24,09:42:09,3.4,3200
C,05/03/24,09:42:10,3.4,600
C,05/03/24,09:42:14,3.4115,17671
C,05/03/24,09:42:25,3.415,3230
V,05/03/24,09:42:26,3.405,700
C,05/03/24,09:42:33,3.415,3773
C,05/03/24,09:42:40,3.415,869
V,05/03/24,09:42:50,3.41,600
C,05/03/24,09:43:07,3.415,2253
C,05/03/24,09:43:09,3.4196,10825
C,05/03/24,09:43:13,3.43,854
V,05/03/24,09:43:17,3.4289,5463
C,05/03/24,09:43:22,3.43,839
V,05/03/24,09:43:27,3.42,2000
V,05/03/24,09:43:28,3.42,600
C,05/03/24,09:43:33,3.43,877
V,05/03/24,09:43:37,3.4248,1936
V,05/03/24,09:44:15,3.415,1400
V,05/03/24,09:44:22,3.415,8000
C,05/03/24,09:45:10,3.42,855
V,05/03/24,09:45:16,3.4156,7853
V,05/03/24,09:46:20,3.41,9
C,05/03/24,09:46:21,3.4157,875
V,05/03/24,09:46:35,3.405,600
V,05/03/24,09:46:43,3.4044,7208
V,05/03/24,09:46:52,3.4042,6944
C,05/03/24,09:47:24,3.4097,5743
C,05/03/24,09:48:17,3.4126,5810
V,05/03/24,09:48:47,3.4065,14000
C,05/03/24,09:49:25,3.41,120
C,05/03/24,09:49:33,3.41,283
C,05/03/24,09:49:44,3.41,725
C,05/03/24,09:49:45,3.42,3000
V,05/03/24,09:50:31,3.415,500
V,05/03/24,09:50:32,3.4082,6000
V,05/03/24,09:51:01,3.405,3500
C,05/03/24,09:51:02,3.42,866
V,05/03/24,09:51:20,3.4008,54791
C,05/03/24,09:51:21,3.415,1043
C,05/03/24,09:51:25,3.42,2948
C,05/03/24,09:51:26,3.42,887
V,05/03/24,09:51:37,3.4161,4671
V,05/03/24,09:51:40,3.41,918
C,05/03/24,09:51:44,3.42,4671
C,05/03/24,09:51:47,3.425,869
V,05/03/24,09:52:31,3.41,500
V,05/03/24,09:52:38,3.41,500
C,05/03/24,09:53:04,3.425,900
V,05/03/24,09:53:09,3.4127,2621
C,05/03/24,09:53:14,3.425,945
V,05/03/24,09:53:18,3.42,750
C,05/03/24,09:53:23,3.4212,3454
V,05/03/24,09:53:52,3.415,900
C,05/03/24,09:54:08,3.42,2428
V,05/03/24,09:54:20,3.4171,3058
C,05/03/24,09:54:28,3.42,968
V,05/03/24,09:54:29,3.4162,7376
V,05/03/24,09:55:26,3.4067,6028
V,05/03/24,09:55:30,3.405,2500
C,05/03/24,09:56:08,3.41,1400
V,05/03/24,09:56:28,3.405,600
V,05/03/24,09:56:34,3.405,1000
C,05/03/24,09:57:08,3.41,4847
V,05/03/24,09:57:20,3.405,4663
V,05/03/24,09:57:26,3.4,1000
V,05/03/24,09:57:32,3.4,15196
C,05/03/24,09:57:35,3.4002,2349
C,05/03/24,09:57:41,3.41,1754
C,05/03/24,09:57:43,3.41,939
V,05/03/24,09:58:17,3.4051,584
C,05/03/24,09:58:38,3.41,278
C,05/03/24,09:58:39,3.41,1388
C,05/03/24,09:59:29,3.41,123
V,05/03/24,10:01:40,3.405,120
V,05/03/24,10:01:52,3.405,200
C,05/03/24,10:02:18,3.41,460
C,05/03/24,10:02:25,3.41,6305
C,05/03/24,10:02:26,3.41,605
C,05/03/24,10:02:30,3.41,300
V,05/03/24,10:02:57,3.405,1000
C,05/03/24,10:03:05,3.41,1570
C,05/03/24,10:03:07,3.41,952
C,05/03/24,10:03:48,3.415,1986
C,05/03/24,10:04:24,3.415,600
C,05/03/24,10:05:09,3.415,580
V,05/03/24,10:05:24,3.405,1000
V,05/03/24,10:05:35,3.4039,82458
C,05/03/24,10:05:36,3.415,2606
C,05/03/24,10:05:38,3.415,714
C,05/03/24,10:05:39,3.42,3809
C,05/03/24,10:05:46,3.42,39301
C,05/03/24,10:05:54,3.42,5351
V,05/03/24,10:05:55,3.415,2000
C,05/03/24,10:05:58,3.425,363
C,05/03/24,10:06:09,3.425,9588
C,05/03/24,10:06:12,3.425,1919
V,05/03/24,10:06:13,3.42,6584
V,05/03/24,10:06:16,3.42,1473
V,05/03/24,10:06:23,3.42,2051
V,05/03/24,10:06:24,3.42,901
V,05/03/24,10:06:29,3.42,797
V,05/03/24,10:06:38,3.42,583
V,05/03/24,10:06:43,3.42,1795
V,05/03/24,10:06:54,3.415,7720
C,05/03/24,10:06:55,3.42,946
C,05/03/24,10:07:04,3.42,918
C,05/03/24,10:07:12,3.42,1616
C,05/03/24,10:07:19,3.42,1051
C,05/03/24,10:07:27,3.42,1780
C,05/03/24,10:07:48,3.42,150
C,05/03/24,10:08:22,3.42,1395
C,05/03/24,10:08:23,3.42,1243
C,05/03/24,10:08:33,3.42,820
C,05/03/24,10:08:53,3.42,866
V,05/03/24,10:09:10,3.415,1600
V,05/03/24,10:10:18,3.41,2000
C,05/03/24,10:10:19,3.42,573
V,05/03/24,10:10:54,3.41,2000
C,05/03/24,10:10:56,3.415,2025
C,05/03/24,10:10:57,3.415,1334
C,05/03/24,10:11:14,3.415,1416
C,05/03/24,10:11:20,3.415,913
C,05/03/24,10:11:21,3.415,2700
C,05/03/24,10:11:33,3.415,917
C,05/03/24,10:11:50,3.4183,23575
C,05/03/24,10:11:56,3.42,1500
C,05/03/24,10:12:00,3.4218,6704
C,05/03/24,10:12:03,3.425,4372
C,05/03/24,10:12:08,3.425,863
V,05/03/24,10:12:14,3.42,7154
V,05/03/24,10:12:17,3.42,886
V,05/03/24,10:12:25,3.42,826
V,05/03/24,10:12:27,3.42,1134
V,05/03/24,10:13:26,3.42,3000
C,05/03/24,10:13:42,3.425,1750
C,05/03/24,10:14:02,3.425,1404
C,05/03/24,10:14:11,3.425,881
V,05/03/24,10:14:30,3.42,400
V,05/03/24,10:14:33,3.415,9878
V,05/03/24,10:14:53,3.415,2000
C,05/03/24,10:14:58,3.4266,8100
V,05/03/24,10:16:15,3.415,14030
C,05/03/24,10:17:30,3.425,800
V,05/03/24,10:17:52,3.42,2098
C,05/03/24,10:19:13,3.425,1370
V,05/03/24,10:19:54,3.42,200
V,05/03/24,10:20:00,3.415,800
V,05/03/24,10:20:45,3.415,4538
C,05/03/24,10:22:02,3.42,112
V,05/03/24,10:22:08,3.415,2000
V,05/03/24,10:22:24,3.415,2000
V,05/03/24,10:22:41,3.4143,6000
C,05/03/24,10:24:41,3.425,1366
V,05/03/24,10:24:56,3.415,1200
C,05/03/24,10:26:17,3.42,199
C,05/03/24,10:27:10,3.4201,2344
V,05/03/24,10:27:13,3.42,1138
V,05/03/24,10:27:25,3.42,205
V,05/03/24,10:27:52,3.42,6342
V,05/03/24,10:28:16,3.415,1000
V,05/03/24,10:29:51,3.415,1200
C,05/03/24,10:30:04,3.42,7800
V,05/03/24,10:31:54,3.415,9000
C,05/03/24,10:32:57,3.4211,5000
V,05/03/24,10:32:58,3.42,13
V,05/03/24,10:33:50,3.41,1500
C,05/03/24,10:36:11,3.42,1923
V,05/03/24,10:36:38,3.41,34
C,05/03/24,10:36:41,3.42,1000
V,05/03/24,10:36:52,3.41,1000
V,05/03/24,10:40:47,3.41,367
C,05/03/24,10:40:48,3.415,175
V,05/03/24,10:41:12,3.41,600
C,05/03/24,10:41:53,3.42,1359
V,05/03/24,10:43:50,3.4153,1937
V,05/03/24,10:44:00,3.4115,44556
V,05/03/24,10:44:15,3.41,1000
V,05/03/24,10:44:36,3.41,12903
V,05/03/24,10:44:54,3.405,37171
V,05/03/24,10:45:50,3.4,1000
V,05/03/24,10:46:32,3.4,1787
C,05/03/24,10:47:03,3.41,2212
C,05/03/24,10:47:06,3.41,5681
C,05/03/24,10:47:37,3.4156,19092
V,05/03/24,10:47:42,3.415,3058
V,05/03/24,10:48:32,3.41,649
C,05/03/24,10:48:33,3.42,3
V,05/03/24,10:48:56,3.41,2720
V,05/03/24,10:49:49,3.41,3321
C,05/03/24,10:50:07,3.415,4916
V,05/03/24,10:50:34,3.4062,12344
C,05/03/24,10:51:09,3.4078,2086
V,05/03/24,10:52:17,3.405,2000
C,05/03/24,10:52:37,3.415,757
V,05/03/24,10:52:47,3.407,3231
C,05/03/24,10:53:36,3.415,1370
V,05/03/24,10:53:54,3.405,520
C,05/03/24,10:54:03,3.4052,32523
V,05/03/24,10:54:35,3.405,101
C,05/03/24,10:55:03,3.41,130
V,05/03/24,10:55:12,3.405,15577
C,05/03/24,10:55:24,3.415,99
V,05/03/24,10:57:16,3.4,27400
C,05/03/24,10:57:17,3.4026,2013
C,05/03/24,10:58:08,3.41,100
V,05/03/24,10:58:21,3.402,6625
C,05/03/24,10:59:33,3.4033,2252
C,05/03/24,10:59:56,3.41,1361
C,05/03/24,10:59:59,3.41,560
V,05/03/24,11:00:45,3.4076,752
C,05/03/24,11:00:52,3.41,1000
V,05/03/24,11:01:56,3.4,5000
V,05/03/24,11:02:02,3.4,1100
V,05/03/24,11:05:20,3.4,1753
V,05/03/24,11:05:41,3.4,6335
C,05/03/24,11:05:42,3.405,1360
C,05/03/24,11:06:24,3.41,2000
V,05/03/24,11:06:57,3.4,3500
V,05/03/24,11:07:24,3.4,200
C,05/03/24,11:08:25,3.405,4065
V,05/03/24,11:08:55,3.4,30000
C,05/03/24,11:09:17,3.4015,3400
C,05/03/24,11:10:47,3.41,350
V,05/03/24,11:11:23,3.4,2366
V,05/03/24,11:11:26,3.4,900
C,05/03/24,11:11:27,3.41,15234
C,05/03/24,11:11:31,3.41,904
C,05/03/24,11:11:42,3.41,9596
V,05/03/24,11:13:01,3.405,2800
V,05/03/24,11:13:17,3.405,659
V,05/03/24,11:15:50,3.405,2069
C,05/03/24,11:16:20,3.4064,18775
C,05/03/24,11:16:46,3.41,1000
V,05/03/24,11:17:15,3.4,115
C,05/03/24,11:17:42,3.415,1355
V,05/03/24,11:18:15,3.4,1600
V,05/03/24,11:19:12,3.4,8
V,05/03/24,11:20:14,3.4,1000
V,05/03/24,11:20:19,3.4,1000
C,05/03/24,11:20:35,3.4151,30008
C,05/03/24,11:20:36,3.42,890
C,05/03/24,11:20:52,3.42,19271
C,05/03/24,11:21:22,3.42,2670
C,05/03/24,11:23:02,3.42,600
C,05/03/24,11:23:03,3.42,600
C,05/03/24,11:23:08,3.42,8211
C,05/03/24,11:23:18,3.425,1339
V,05/03/24,11:24:07,3.415,600
V,05/03/24,11:24:20,3.415,20351
C,05/03/24,11:24:33,3.42,5000
V,05/03/24,11:24:39,3.417,2116
C,05/03/24,11:24:55,3.42,848
V,05/03/24,11:25:04,3.415,400
C,05/03/24,11:25:31,3.425,12859
C,05/03/24,11:25:36,3.425,3097
C,05/03/24,11:25:52,3.425,4388
V,05/03/24,11:27:39,3.415,1530
C,05/03/24,11:28:07,3.425,301
C,05/03/24,11:28:17,3.425,1199
C,05/03/24,11:29:51,3.43,1332
V,05/03/24,11:29:52,3.42,400
V,05/03/24,11:30:34,3.415,382
V,05/03/24,11:32:37,3.415,700
C,05/03/24,11:32:53,3.43,874
V,05/03/24,11:33:19,3.42,1122
C,05/03/24,11:33:26,3.4244,4647
V,05/03/24,11:33:59,3.42,11132
V,05/03/24,11:34:32,3.42,300
V,05/03/24,11:35:25,3.42,620
C,05/03/24,11:36:02,3.425,195
V,05/03/24,11:37:20,3.42,2600
C,05/03/24,11:37:52,3.425,1000
V,05/03/24,11:38:00,3.4173,3000
C,05/03/24,11:38:21,3.425,4404
V,05/03/24,11:38:23,3.4159,15000
C,05/03/24,11:38:32,3.42,1775
C,05/03/24,11:39:29,3.42,500
V,05/03/24,11:40:26,3.415,1000
C,05/03/24,11:40:27,3.425,291
V,05/03/24,11:40:52,3.415,1000
C,05/03/24,11:41:01,3.42,6143
C,05/03/24,11:41:29,3.42,1977
V,05/03/24,11:41:43,3.415,5843
C,05/03/24,11:42:23,3.425,1272
C,05/03/24,11:45:38,3.425,6000
V,05/03/24,11:45:57,3.415,10000
V,05/03/24,11:46:04,3.415,217
V,05/03/24,11:47:34,3.415,43629
V,05/03/24,11:48:58,3.415,710
V,05/03/24,11:48:59,3.415,1212
V,05/03/24,11:50:04,3.41,5166
V,05/03/24,11:52:11,3.41,54124
V,05/03/24,11:52:12,3.405,2749
V,05/03/24,11:52:29,3.405,4060
C,05/03/24,11:52:34,3.41,1400
V,05/03/24,11:53:06,3.405,26
V,05/03/24,11:53:33,3.405,2045
V,05/03/24,11:53:49,3.405,810
V,05/03/24,11:54:26,3.405,3000
V,05/03/24,11:55:02,3.405,200
C,05/03/24,11:55:04,3.41,926
C,05/03/24,11:56:04,3.41,876
V,05/03/24,11:57:24,3.405,3000
C,05/03/24,11:58:22,3.41,5915
V,05/03/24,11:58:36,3.405,850
V,05/03/24,11:59:07,3.405,700
V,05/03/24,11:59:56,3.405,38
C,05/03/24,12:00:17,3.41,17195
C,05/03/24,12:01:23,3.41,701
C,05/03/24,12:01:25,3.415,1135
C,05/03/24,12:02:05,3.415,600
V,05/03/24,12:02:13,3.41,8867
C,05/03/24,12:02:23,3.415,2346
V,05/03/24,12:05:23,3.405,5134
V,05/03/24,12:05:25,3.405,1564
C,05/03/24,12:05:43,3.41,2093
V,05/03/24,12:06:21,3.4072,1259
C,05/03/24,12:06:43,3.41,1840
V,05/03/24,12:07:58,3.405,347
C,05/03/24,12:08:11,3.41,7335
V,05/03/24,12:08:22,3.405,525
C,05/03/24,12:08:42,3.415,898
V,05/03/24,12:10:48,3.405,699
C,05/03/24,12:11:17,3.415,19692
C,05/03/24,12:11:25,3.415,11287
C,05/03/24,12:13:43,3.415,5000
C,05/03/24,12:14:01,3.42,1984
V,05/03/24,12:14:12,3.415,5498
V,05/03/24,12:15:05,3.41,1000
C,05/03/24,12:16:00,3.42,530
V,05/03/24,12:17:22,3.4121,23080
V,05/03/24,12:17:35,3.41,484
C,05/03/24,12:20:12,3.4122,3607
V,05/03/24,12:20:21,3.41,1625
C,05/03/24,12:21:03,3.42,1460
C,05/03/24,12:23:12,3.42,1127
V,05/03/24,12:23:50,3.415,1082
V,05/03/24,12:24:29,3.415,1026
C,05/03/24,12:24:50,3.42,1515
V,05/03/24,12:25:37,3.415,888
V,05/03/24,12:26:27,3.415,167
V,05/03/24,12:26:32,3.415,500
C,05/03/24,12:26:44,3.4166,4365
V,05/03/24,12:27:28,3.41,146
C,05/03/24,12:28:07,3.4203,26398
C,05/03/24,12:28:17,3.425,10938
C,05/03/24,12:28:31,3.427,7111
C,05/03/24,12:28:35,3.43,32627
C,05/03/24,12:29:13,3.435,1003
C,05/03/24,12:29:31,3.44,1100
V,05/03/24,12:29:32,3.435,9236
C,05/03/24,12:30:36,3.44,1117
V,05/03/24,12:31:38,3.43,625
V,05/03/24,12:32:25,3.43,42463
V,05/03/24,12:32:35,3.43,3600
C,05/03/24,12:32:51,3.44,4866
C,05/03/24,12:33:23,3.44,13864
C,05/03/24,12:34:22,3.44,856
C,05/03/24,12:34:28,3.44,2200
V,05/03/24,12:34:58,3.435,1000
V,05/03/24,12:35:19,3.4347,25005
V,05/03/24,12:36:47,3.43,48733
V,05/03/24,12:37:01,3.43,10127
V,05/03/24,12:37:03,3.43,1932
V,05/03/24,12:37:09,3.43,1977
C,05/03/24,12:37:57,3.44,123
V,05/03/24,12:38:53,3.425,15541
V,05/03/24,12:39:47,3.425,5000
V,05/03/24,12:40:23,3.425,4000
C,05/03/24,12:40:28,3.44,300
V,05/03/24,12:40:31,3.425,26906
V,05/03/24,12:40:37,3.425,1436
V,05/03/24,12:40:49,3.425,2706
V,05/03/24,12:40:54,3.425,5187
V,05/03/24,12:43:22,3.42,840
V,05/03/24,12:43:25,3.42,94
C,05/03/24,12:45:25,3.43,894
